Заголовок,Время публикации,Описание,Ссылка
Представлены realme Neo7x и Neo7 SE — мощные смартфоны за недорого,25 февраля 2025,"Компания realme презентовала сразу два продвинутых смартфона — это Neo7x и Neo 7 SE. Обе модели предлагают практически идентичный дизайн и во многом схожие характеристики. Основные различия между ними кроются в процессоре и батарее. Стоимость новинок с учетом актуального курса рубля начинается от 18 000 рублей. realme Neo7 SE— это устройство субфлагманского уровня, так как за его работу отвечает чипсет Dimensity 8400-MAX от MediaTek с 1,9 млн баллами в AnTuTu. То есть это полноценный игровой аппарат, который дополнительно подтверждает свой статус испарительной камерой на 7700 мм² для эффективного отвода тепла. Еще одна немаловажная особенность девайса — топовая пыле- влагозащита корпуса по стандарту IP69. realme Neo7xуже попроще, и это крепкий середняк на базе Snapdragon 6 Gen 4. Кстати, это первый в мире смартфон с данным чипсетом внутри. Он также мощный — набирает в AnTuTu около 700 000 баллов, есть поддержка 5G-сетей, а еще заявлена функция обходной зарядки для меньшего нагрева и негативного влияния на батарею во время игр. Защита от воды и пыли также на топ-уровне — IP69. Младший realme Neo7x доступен в серебристом и коричневом цвете корпуса. realme Neo7x предлагает серебристую, синюю и черную расцветки. Цены следующие: Ранее в Россиистартовал предзаказфлагмана Honor Magic 7 Pro. Стоимость модели составляет139 990 рублей.",https://hi-tech.mail.ru/news/123183-realme-neo7x-i-neo7-se-moshnye-smartfony-za-nedorogo/
Представлен первый Wi-Fi-роутер с дальностью связи до 16 км,25 февраля 2025,"Австралийская компания Morse Microпрезентоваламаршрутизатор стандарта Wi-Fi HaLow под названием MM−HL1−EXT. Новинку позиционируют как роутер с самым большим радиусом передачи данных. Роутер MM−HL1−EXT обеспечивает бесперебойную связь на открытой местности в радиусе 16 километров. В условиях городской застройки дальность действия снижается до 3 километров. Рекорд по передачи данныхбыл установленMorse Micro в феврале 2024 года. Спустя год компания создала первое коммерчески доступное решение и продемонстрировала его на выставке CES 2025. Маршрутизатор MM−HL1−EXT работает на базе технологии Wi-Fi HaLow (IEEE 802.11ah) в диапазоне 900 МГц (для США) или 868 (для стран Европы, Африки и Ближнего Востока). Технология Wi-Fi HaLow позволяет сигналу избегать препятствия, сохраняя стабильную связь на большом расстоянии. Но у такой системы есть недостаток — скорость вдали ограничена 32 Мбит/с при полосе 8 МГц. При использовании устройств поблизости роутер автоматически переключается на стандарт Wi-Fi 4 с частотой 2,4 ГГц. Вблизи скорость передачи данных достигает 300 Мбит/с. По сети Wi-Fi HaLow можно подключать свыше 1000 устройств одновременно. Также можно создавать единые сети с еще большим покрытием. Для этого несколько маршрутизаторов подключаются друг к другу по протоколу EasyMesh. Цена роутера —99 долларов (8600 рублей). Его уже одобрили в США, Канаде и Австралии. Сейчас производитель добивается одобрения стран Европы и Азии. Первая партия маршрутизаторов уже доступна для приобретения в поддерживаемых регионах. Ранее Asusпредставилапервый Wi-Fi-роутер со встроенным блокировщиком рекламы.",https://hi-tech.mail.ru/news/123182-predstavlen-pervyj-wi-fi-router-s-dalnostyu-svyazi-do-16-km/
Собрат Юпитера: ученые нашли гигантскую газовую экзопланету,25 февраля 2025,"Израильские астрономы сообщают об обнаружении новой экзопланеты юпитерианского (газового) типа. Открытие сделано с помощью высокоточного прибора для поиска планет HARPS. Объект вращается вокруг красного карлика (звездыM-класса по диаграмме Герцшпрунга-Рассела), обозначенного в каталогах как GJ 2126. Об открытии было объявлено в статье,опубликованнойна сервере препринтов arXiv. Планету невозможно различить даже с помощью самого мощного телескопа. Ее открытие и вычисление параметров основано на косвенных данных — нестабильной яркости родительской звезды и особенностей ее движения, вызванных гравитацией вращающегося вокруг нее крупного небесного тела. Таким образом учеными открыто уже более 600 экзопланет. HARPS— это спектрограф высокого разрешения в диапазоне видимого света, установленный на 3,6-метровом телескопе обсерватории в Чили. Благодаря точности измерения угловых скоростей (погрешность не более 1 м/с) он является одним из самых успешных инструментов для поиска экзопланет. База данных HARPS-RVBank, которая содержит более 250 000 оценок угловых скоростей 5239 звезд. Архив включает все звездные спектры, полученные HARPS до января 2022 года, и доступен астрономам для подтверждения или обнаружения кандидатов в экзопланеты. Обнаруженная планета GJ 2126 b похожа на Юпитер и обращается вокруг своей звезды за 272,7 земных дня по сильно вытянутой эллиптической орбите. Достоверность обнаружения подтвердил анализ 112 измерений угловой скорости материнской звезды, предоставленных базой HARPS-RVBank. Исследование показало, что GJ 2126 b вращается вокруг своей звезды-хозяйки с минимальным удалением 0,71 а. е. и максимальным удалением 0,835 а.е. За одну а.е. (астрономическую единицу) принято расстояние от Земли до Солнца — 150 миллионов километров. Эксцентриситет орбиты GJ 2126 b (степень отклонения от правильной окружности) равен 0,85. Масса планеты оценивается как минимум в 1,3 массы Юпитера. Однако, учитывая, что наклонение орбиты GJ 2126 b неизвестно, ее масса может быть намного больше, и нельзя полностью исключать, что этот объект может быть коричневым карликом — переходным состоянием между угасшей звездой и формирующейся планетой. Астрономы подчеркивают, что GJ 2126 b — одна из самых «эксцентричных» экзопланет, обнаруженных вокруг M-карликов. Дальнейшие наблюдения за ней могут помочь лучше понять сценарии формирования и эволюции небесных тел. Что касается GJ 2126, то это звезда спектрального класса M0V, радиусом около 0,73 солнечного и массой около 0,65 массы Солнца. Она находится на расстоянии примерно 124 световых лет от нас, имеет металличность (содержание элементов тяжелее водорода и гелия) на уровне 0,6%. Эффективная температура на поверхности звезды составляет 4159 К.Для определения размеров и уточнения массы GJ 2126 b необходимы дальнейшие наблюдения и расчеты. К сожалению, органическая жизнь на GJ 2126 b невозможна. Зато совсем недавно мырассказывалиоб открытии планеты земного типа с эксцентрической орбитой, и вот этот мир может быть обитаем.",https://hi-tech.mail.ru/news/123181-sobrat-yupitera-uchenye-nashli-gigantskuyu-gazovuyu-ekzoplanetu/
Xiaomi выпустила компактную и бюджетную кофемашину,25 февраля 2025,"Xiaomi порадовала любителей кофе новым гаджетом,сообщаетGizmochina. Компания выпустила компактную капсульную кофемашину Mijia S1, которая уже доступна за 70 долларов или 6500 рублей. Главное преимущество новинки — мощный насос с давлением 20 бар, который обеспечивает стабильную подачу для приготовления насыщенного эспрессо с естественной кремовой текстурой. В паре с нагревательной системой мощностью 1250 Вт кофемашина готова к работе всего через 25 секунд после включения — идеальный вариант для утренней спешки. Процесс приготовления кофе максимально упрощен — достаточно нажать одну кнопку без сложных настроек. Система двойного контроля температуры, оснащенная датчиком NTC и алгоритмом PID, поддерживает воду на оптимальном уровне нагрева для правильной экстракции. Пользователи могут выбрать объем напитка: 40 мл для эспрессо или 110 мл для американо, а также сохранить предпочтительные настройки для будущего использования. Xiaomi позаботилась и о функциональности хранения. Магнитную подставку для капсул можно прикрепить к боковой части машины или разместить на металлической поверхности, например, на холодильнике, что помогает экономить место на столе. Она вмещает до 20 капсул. Съемный резервуар для воды объемом 650 мл упрощает наполнение и очистку. Размеры устройства составляют всего 33,2 × 9,0 × 21,2 см — примерно как лист формата А4. Минималистичная серая отделка гармонично впишется в большинство интерьеров. Важно, что машина работает тихо — уровень шума не превышает 55 дБ, поэтому утренний ритуал приготовления кофе не разбудит всю семью. Регулируемая по высоте подставка для чашек позволяет использовать кружки разных размеров, а функция автоматического отключения через 10 минут помогает экономить электроэнергию. Стоит отметить, что в прошлом году Xiaomi уже выпустила модель Mijia N1, которая также отличалась компактностью и простотой использования. Новая S1 продолжает эту линейку, но с улучшенными характеристиками и дополнительными функциями. Кофемашина станет отличным решением для тех, кто ценит скорость, компактность и качество кофе, но не готов тратить крупные суммы на профессиональное оборудование. Особенно она понравится жителям небольших квартир, где каждый сантиметр пространства на счету. Кстати,ученые рекомендуютупотреблять кофе для профилактики болезней сердца. Кроме того, редакция Hi-Tech Mail разобралась в том, как именно несладкий кофе несет пользу людям, подробностив статье.",https://hi-tech.mail.ru/news/123180-xiaomi-vypustila-kompaktnuyu-i-byudzhetnuyu-kofemashinu/
Ученые описали цвет древних океанов Земли,25 февраля 2025,"Группа ученых, состоящая из астрофизиков, геологов, химиков и биологов, работающих вместе с японскими институтами, обнаружила свидетельства того, что миллиарды лет назад океаны Земли имели зеленый цвет. Специалисты смоделировали условия давно прошедших лет на планете, используя разнообразные параметры окружающей среды,пишетPhys.org. Современные океаны выглядят темно-синими, контрастируя с голубым цветом неба. Но раньше все было иначе. Моделирование, проведенное с учетом химических характеристик атмосферы планеты и океанов, а также особенностей светового спектра, показало, что в далеком прошлом атмосфера Земли содержала больше паров воды и углекислого газа, чем сейчас. Это приводило к повышенной кислотности, вызывая относительно быструю эрозию поверхности. В результате огромное количество железа вымывалось в моря. Цвет воды зависел от ионного заряда металла: коричневый, серый или зеленый. Моделирование продемонстрировало, что железо было трехзарядным, а это означает, что оно должно было придать воде океана зеленый оттенок, поскольку гидроксид железа поглощает синий свет, а вода — красный, в результате чего зеленый свет отражается обратно в атмосферу. На этом история с зеленой водой не заканчивается. Цианобактерии, обитающие в океане, использовали хлорофилл для фотосинтеза, преобразуя солнечный свет в энергию. Эти бактерии обладали пигментами, которые делали воду еще более зеленой. По мнению ученых, «зеленый период» на Земле продолжался приблизительно с трех миллиардов до 600 миллионов лет назад. Они предполагают, что тогда океаны занимали большую площадь, благодаря чему планета могла казаться почти полностью зеленой, если бы кто-то смотрел на нее из космоса. Также отмечается, что в эпоху зеленых океанов цианобактерии разлагали молекулы воды на кислород и водород, выбрасывая эти газы в атмосферу. Со временем кислород начал преобладать и вступать в реакцию с железом в морской воде, постепенно делая океаны синими. Ранее ученыераскрылитайну «черной дыры» в Тихом океане. Оказалось, что это не что иное, как остров Восток, скрытый под густым лесом пизонии. Его уникальная растительность создает оптическую иллюзию, из-за которой из космоса он выглядит как бездонная черная дыра.",https://hi-tech.mail.ru/news/123179-uchenye-opisali-cvet-drevnih-okeanov-zemli/
Представлен крошечный переносной автономный дом: что в него поместилось,25 февраля 2025,"Компания Ridgeline Tiny Homesпредставилановый автономный дом Marrangaroo. Его длина составляет всего 8,4 метра, но в нем предусмотрены все удобства для жизни небольшой семьи. Дом построен на двухосном трейлере, что делает его мобильным, а автономные системы обеспечивают полную независимость от внешних коммуникаций. Разработчики использовали продуманную планировку, чтобы эффективно распределить пространство. Вход ведет в небольшую гостиную, где разместили диван и дровяную печь. Далее идет кухня — центр дома. В ней установлен полноразмерный холодильник, газовая плита с четырьмя конфорками, духовой шкаф, мойка и даже посудомоечная машина. Для хранения предусмотрено множество шкафов и полок. Также есть барная стойка со стульями для обеденной зоны. С противоположной стороны дома расположена ванная комната, которая совмещает в себе функции прачечной. В ней установлены душ, раковина, компостный туалет и стиральная машина с функцией сушки. Спальные зоны размещены на втором уровне, всего их две. Лестница с интегрированными ящиками для хранения ведет на антресоли, которые находятся по разные стороны дома. В каждой спальне установлены двойные кровати и есть пространство для личных вещей. Одна из комнат дополнительно оборудована мансардным окном. Дом получает электроэнергию от солнечных панелей, соединенных с аккумуляторами. Для водоснабжения предусмотрены резервуары для чистой и использованной воды. Это позволяет жить без подключения к централизованным сетям. Marrangaroo — пример того, как можно совместить компактность и комфорт. Он подходит для путешествий, жизни на природе или в качестве дачного дома, сохраняя все удобства современной квартиры. Такому дому дворецкий не нужен, так как все под рукой. Но если у вас пространство побольше, стоит обратить внимание на новинку от 1X. Компания представила робота-дворецкого Neo Gamma, который умеет убирать, готовить, общаться и даже вызывать неожиданные эмоции. Его дизайн сочетает в себе технологии бесшовного вязания и плавные движения, что делает его практически незаметным помощником в быту. Подробнее о возможностях Neo Gamma —в этом материале.",https://hi-tech.mail.ru/news/123160-predstavlen-kroshechnyj-perenosnoj-avtonomnyj-dom-chto-v-nem-pomestilos/
Робот умеет делать сальто вперед (видео),25 февраля 2025,"Стартап из китайского Шэньчжэня Engine AIподелилсявидео с гуманоидным роботом PM01, который успешно выполнил сальто вперед, под аплодисменты зрителей. PM01 представляет собой уменьшенную версию SE01, флагманского гуманоида Engine AI, известного своей реалистичной походкой. Это небольшой гуманоидный робот с экзоскелетом из алюминиевого сплава, имеющий высокоинтерактивный основной экран, бионический дизайн, который воспроизводит человеческие движения и вращение талии на 320 градусов. PM01 на 27 сантиметров короче и на 8 килограммов легче полноразмерного флагмана ENGINEAI SE01: его высота составляет 1,38 метра, а вес — 40 килограммов. Cложное визуальное восприятие PM01 стало возможным благодаря камере глубины Intel RealSense. Его двухчиповая конструкция обеспечивает высокопроизводительные вычисления для сложных рабочих нагрузок, объединяя возможности процессоров NVIDIA Jetson Orin и Intel N97. Фронтфлипы (сальто вперед) значительно сложнее бэкфлипов (сальто назад) как для людей, так и для роботов. Они переносят вес вперед, что усложняет контроль равновесия и делает приземления более нестабильными. Преимущество коротких гуманоидов, таких как PM01, заключается в их более низком центре тяжести, который снижает вероятность опрокидывания и требует меньшего крутящего момента для вращения. С другой стороны, полноразмерным гуманоидам требуются более крепкие суставы, чтобы выдержать удар при приземлении. За короткий период времени PM01 занял свою нишу в робототехнической отрасли, составив конкуренцию таким гуманоидам, как Unitree G1 и Booster T1. Уникальное сочетание возможностей и маневренности PM01 выделяет его на рынке малых гуманоидов. При росте чуть менее 1,2 метра он выше Booster T1, но короче 1,3-метрового Unitree G1. Читайте также нашустатьюо том, как робот с реалистичными мышцами и костями оживает на видео.",https://hi-tech.mail.ru/news/123159-robot-umeet-delat-salto-vpered-video/
Древний артефакт раскрыл подробности гладиаторских боев в римской Британии,25 февраля 2025,"Археологическая находка XIX века, так называемая Колчестерская ваза, недавно подверглась переоценке, которая может изменить представление о гладиаторских боях в римской провинции Британия. Этот керамический предмет, датируемый 160–200 годами н. э., считается уникальным графическим и эпиграфическим свидетельством проведения гладиаторских боев в римском городе Камулодунум, ныне известном как Колчестер. Исследование, проведенное Глинном Дэвисом и Джоном Пирсом при участии нескольких экспертов в области археологии, эпиграфики и изотопного анализа, позволяет предположить, что Колчестерская ваза — это не просто декоративный предмет, а специальное заказное изделие, задокументировавшее реальный бой, прошедший в городе. Надпись, нанесенная до обжига сосуда, содержит имена сражавшихся, изображенных рельефно, что указывает на то, что это были реальные воины, а не просто символические персонажи. Одно из имен, привлекших внимание исследователей, — Мемнон, идентифицированный как секутор, гладиатор, сражавшийся с мечом и щитом против вооруженного сетью и трезубцем бойца-ретиария. Имя Мемнон греческого происхождения связано с легендарным эфиопским царем времен Троянской войны. Это мог быть сценический псевдоним, распространенный среди гладиаторов. Кроме того, в надписи упоминается, что Мемнон участвовал по меньшей мере в девяти боях, что указывает на его успешную карьеру. Другое значимое имя в надписи — Валентин, как-то связанный с 30-м легионом Ульпия Викторикс, расквартированным в Ксантине, на территории современной Германии. Возможно, существовала связь между гладиаторами и римской армией, о которой спорят историки. Было высказано предположение, что некоторые легионы имели собственные команды гладиаторов. Тот факт, что в надписи не упоминается ни один бой Валентина, указывает на то, что он был начинающим бойцом и участвовал в своей первой битве. Колчестерскую вазу обнаружилив 1853 году в гробнице в западной части города, где она служила погребальной урной. Внутри были найдены кремированные останки мужчины старше 40 лет, которые благодаря изотопному анализу стронция, проведенному в Даремском университете, были идентифицированы как неместные. Хотя маловероятно, что останки принадлежали одному из гладиаторов, упомянутых в надписи, исследователи предполагают, что это мог быть спонсор мероприятия, тренер (ланиста) или организатор игр (эдитор). Исследование остатков костной ткани выявило признаки остеоартрита и травм тазобедренного сустава, которые могут свидетельствовать о том, что человек вел активный образ жизни. То, как были кремированы останки, также дает информацию о погребальных обычаях в римской Британии и позволяет предположить, что кремацию проводили профессионалы, а не родственники умершего. Колчестерская ваза дополняет ряд находок, указывающих на присутствие в городе римских зрелищ, таких как фрагменты настенных росписей с изображением гладиаторов, слепки рельефных фигур и нож с рукояткой в форме мурмиллона, еще одного символа гладиаторов. Хотя в Колчестере не было найдено ни одного амфитеатра, наличие римского цирка, единственного известного в Британии, подтверждает версию о том, что город мог быть центром публичных развлечений, где гонки на колесницах и гладиаторские бои были частью повседневной жизни. Торговые и военные связи между Колчестером и Нижним Рейном, вероятно, способствовали переправке гладиаторов и животных для зрелищ. Эпиграфические документы, найденные в Германии, свидетельствуют о ловле медведей для вентаций —  сражений людей с дикими животными. Это может объяснить сцену охоты, изображенную на Колчестерской вазе. Недавно мысообщилио найденном в английском Кенте уникальном мече VI века.",https://hi-tech.mail.ru/news/123158-drevnij-artefakt-raskryl-podrobnosti-gladiatorskih-boev-v-rimskoj-britanii/
В космосе нашли «зародыш» будущей звезды,25 февраля 2025,"В созвездии Южная Корона зарождается будущая звезда,пишутастрономы в недавней статье. Они рассказали, что наблюдают ее примерно в 450 световых годах от нас в молекулярном облаке — одном из тех мест, где как раз и «загораются» звезды. Эти скопления вещества прозвали «звездными яслями». Обычно в них находят уже «готовые», загоревшиеся светила, но на этот раз удалось застать более раннюю стадию — сравнительно плотный, но еще достаточно обширный сгусток пока что холодного вещества. Объект записали как Corona Australis 151 (Южная Корона 151). Сообщают, что его самая плотная часть занимает пространство в тысячу астрономических единиц, в то есть в тысячу расстояний между Землей и Солнцем. Для сравнения, Плутон от Солнца не бывает дальше 49 астрономических единиц, то есть вся наша планетная система — примерно в десять раз меньше этого сгустка. По спектру идущего от него света в нем среди прочих молекул распознают соединение водорода и азота под названием диазенилий. Его часто встречают в межзвездной среде, и он очень помогает в распознавании и изучении звездных «зародышей»: по мере увеличения плотности вещества в молекулярном облаке, то есть по мере продвижения к центру будущей звезды этого соединения становится все меньше и меньше, но оно сохраняется «до последнего» и таким образом позволяет составить картину формирования того, что в итоге станет звездой — так называемого дозвездного ядра. По расчетам астрономов, в таком виде оно может всего от нескольких десятков тысяч до миллионов лет. По космическим меркам, это очень быстрая стадия, и именно поэтому ее очень редко удается понаблюдать. А заканчивается этот этап так называемым гравитационным коллапсом, то есть сгусток стремительно сожмется и станет уже не просто плотным скоплением, а сравнительно маленькой горячей сферой — протозвездой. Почему «прото»: даже после этого коллапса, хотя она уже приобретает внешний вид звезды, в ней не сразу начинаются термоядерные реакции, сжатие еще какое-то время будет продолжаться до тех самых пор, пока давление не станет достаточным для запуска термоядерного синтеза. Исследователи отметили, что в молекулярном облаке Южной Короны рождаются маломассивные звезды — такие, как наше Солнце. По оценкам, весь обнаруженный сгусток целиком содержит в себе массу примерно 20 Солнц, но подозреваемое в нем дозвездное ядро, скорее всего, тоже превратится в небольшое светило. Так что наблюдение за процессом его образования — шанс увидеть, как примерно пять миллиардов лет назад появилась наша собственная родительская звезда. Ранее астрономыпонаблюдали, как должны были зарождаться звезды в ранней Вселенной.",https://hi-tech.mail.ru/news/123157-v-kosmose-nashli-zarodysh-budushej-zvezdy/
Астронавт раскритиковал Илона Маска из-за застрявшего экипажа Starliner,25 февраля 2025,"Астронавт Европейского космического агентства Андреас Могенсен вступил в ожесточенный спор с Илоном Маском,пишетPhys.org. Сообщается, что перепалка возникла из-за широко известной ситуации с экипажем космического корабля Starliner. Напомним, астронавты Сунита Уильямс и Барри «Бутч» Уилмор в июне 2024 года отправились на Международную космическую станцию в корабле Boeing Starliner, построенном по заказу NASA в качестве дополнительного средства доставки экипажей на орбиту, то есть альтернативы уже существующим и успешно показавшим себя кораблям SpaceX Crew Dragon. Стоит отметить, что в строительство Starliner правительство США вложило больше денег, чем получила компания SpaceX на свою разработку. Это был первый пилотируемый полет корабля Boeing. Еще до старта в его топливной системе выявили утечку гелия. Этот газ необходим там для создания давления, которое «толкает» топливо в камеру сгорания двигателя. Во время полета обнаружилось еще несколько таких утечек, а перед самой стыковкой бортовой компьютер отключил несколько двигателей маневрирования. Астронавты в итоге благополучно добрались до станции, но вместо запланированных восьми дней провели на орбите уже восемь месяцев и остаются там по сей день. В NASA сочли слишком рискованным возвращать их на Землю в неисправном корабле и решили вместо этого скорректировать график полетов на Crew Dragon, чтобы освободить два «посадочных места» для застрявших астронавтов. В конце сентября 2024 года на орбиту отправился экипаж Crew 9 с двумя членами экипажа вместо четырех. Когда их миссия в космосе завершится, они захватят с собой Барри и Суниту. По текущим планам, посадка должна произойти в марте 2025 года. Так вот, Илон Маск недавно заявил, что астронавты Starliner могли давно уже быть на Земле и задержались в космосе так надолго по политическим причинам. На это отозвался датский астронавт Андреас Могенсен. — Какая ложь. И от того, кто жалуется на недостаточную честность со стороны основных СМИ, — прокомментировал он. Маск в ответ объяснил, что еще несколько месяцев назад предлагал американской администрации во главе с Джоном Байденом вариант более скорого возвращения «застрявших» домой. Что именно он предлагал и почему это было отвергнуто, глава SpaceX не уточнил. Известно, что в целом изначально рассматривали две схемы: либо создать дополнительные места на борту уже пристыкованного к станции корабля Crew Dragon, либо запустить в космос следующий экипаж в сокращенном составе. В итоге второй вариант сочли более надежным.",https://hi-tech.mail.ru/news/123156-astronavt-raskritikoval-ilona-maska-iz-za-zastryavshego-ekipazha-starliner/
В Китае испытали всевидящий мониторинг океана: 14 лет разработки,25 февраля 2025,"Команда китайских ученыхпровелапервые успешные испытания новой всенаправленной системы мониторинга судов, которая способна обнаруживать и идентифицировать корабли в экстремальных условиях. Как сообщают в газете Science and Technology Daily, технология использует алгоритмы для анализа видимого света и инфракрасного изображения, из-за чего похожа на высокотехнологичный массив камер на основе ИИ, а не на привычный радар. Система мониторинга стала кульминацией исследований длиной в 14 лет, в ходе которых команда ученых из Харбинского инженерного университета сосредоточилась на решении ключевых задач интеллектуального зрительного восприятия. В частности, специалистам удалось избавиться от 3 главных проблем зондирования окружающей среды и обнаружения целей: слепых зон, размытости изображения и трудности идентификации на практике. По итогу система оптимизирует баланс между восприятием широкой области и детализацией с высоким разрешением, а также повышает приспособленность к всепогодным условиям. По сути, технология объединяет двухрежимные данные видимого света и инфракрасного излучения, что повышает эффективность обнаружения в сложных условиях и улучшает качество панорамного изображения при недостаточной освещенности. Если данные ученых верны, система может улучшить наблюдение за передвижениями военных сил, включая боевые корабли противника. Китайская береговая охрана и правоохранительные органы теоретически могут использовать ее для улучшения мониторинга спорных вод. Кроме того, она будет полезна и для автономных морских операций, обеспечивая большую ситуационную осведомленность для беспилотных судов. Тем временем в сетипоявилисьпервые кадры военного беспилотного судна GHOST от компании General Dynamics. Уникальный транспорт способен быстро и устойчиво передвигаться по воде, переносить боеприпасы и обеспечивать высадку десанта на берег.",https://hi-tech.mail.ru/news/123155-v-kitae-ispytali-vsevidyashij-monitoring-okeana/
